endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,end_screen_keys.keys,end_screen_keys.rt
,,,,,,space,0.6228,NAN,,NAN,,0,96,96,96,1,97,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_27.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,space,0.5406,NAN,,NAN,,0,97,97,97,1,98,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_5.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,space,1.278,NAN,,NAN,,0,98,98,98,1,99,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_8.jpeg,did not like,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.8015,space,1.8593,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_19.jpeg,did not like,1.672012706,,,,,,,,,,,,
,,,,,,space,0.9568,NAN,,NAN,,0,100,100,100,1,101,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_18.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,space,0.3789,NAN,,NAN,,0,101,101,101,1,102,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_22.jpeg,liked,2.50187214,,,,,,,,,,,,
,,,,,,space,0.4068,NAN,,NAN,,0,102,102,102,1,103,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_10.jpeg,liked,2.071164779,,,,,,,,,,,,
,,,,,,space,1.9991,NAN,,NAN,,0,103,103,103,1,104,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_12.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.8359,space,2.3348,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_25.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,space,0.6892,NAN,,NAN,,0,105,105,105,1,106,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_4.jpeg,liked,4.456234322,,,,,,,,,,,,
,,,,,,space,4.9194,NAN,,NAN,,0,106,106,106,1,107,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_21.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,space,1.3114,NAN,,NAN,,0,107,107,107,1,108,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_13.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,space,1.7775,NAN,,NAN,,0,108,108,108,1,109,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_1.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4931,space,0.9969,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_29.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,space,1.1949,NAN,,NAN,,0,110,110,110,1,111,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_7.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,space,0.4002,NAN,,NAN,,0,111,111,111,1,112,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_16.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,space,0.5241,NAN,,NAN,,0,112,112,112,1,113,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_30.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,space,0.6267,NAN,,NAN,,0,113,113,113,1,114,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_17.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.0688,space,4.6417,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_14.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,space,0.9402,NAN,,NAN,,0,115,115,115,1,116,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_28.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,space,1.1906,NAN,,NAN,,0,116,116,116,1,117,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_24.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,space,0.5122,NAN,,NAN,,0,117,117,117,1,118,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_15.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,0.591,NAN,,NAN,,0,118,118,118,1,119,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_23.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,3.9733,space,5.8607,0,0,0,0,1,,
,,,,,,,,1,,1,,0,119,119,119,1,120,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_6.jpeg,liked,1.661473164,,,,,,,,,,,,
,,,,space,1.861,space,0.3608,NAN,,NAN,,0,120,120,120,1,121,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_17.jpeg,did not like,3.613205605,,,,,,,,,,,,
,,,,,,space,0.2905,NAN,,NAN,,0,121,121,121,1,122,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_13.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,space,3.6546,NAN,,NAN,,0,122,122,122,1,123,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_27.jpeg,did not like,3.470791822,,,,,,,,,,,,
,,,,,,space,0.4668,NAN,,NAN,,0,123,123,123,1,124,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_11.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.9324,space,0.8148,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_24.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,space,2.3064,NAN,,NAN,,0,125,125,125,1,126,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_15.jpeg,did not like,3.79605092,,,,,,,,,,,,
,,,,,,space,1.4369,NAN,,NAN,,0,126,126,126,1,127,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_16.jpeg,did not like,3.562416326,,,,,,,,,,,,
,,,,,,space,1.35,NAN,,NAN,,0,127,127,127,1,128,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_25.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,space,1.6551,NAN,,NAN,,0,128,128,128,1,129,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_30.jpeg,liked,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.605,space,2.659,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_21.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,space,2.7649,NAN,,NAN,,0,130,130,130,1,131,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_29.jpeg,did not like,4.942172136,,,,,,,,,,,,
,,,,,,space,3.6091,NAN,,NAN,,0,131,131,131,1,132,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_8.jpeg,liked,2.50187214,,,,,,,,,,,,
,,,,,,space,2.3771,NAN,,NAN,,0,132,132,132,1,133,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_1.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,space,4.1043,NAN,,NAN,,0,133,133,133,1,134,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_14.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.6658,space,5.2781,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_10.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,space,0.8572,NAN,,NAN,,0,135,135,135,1,136,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_3.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,space,0.9904,NAN,,NAN,,0,136,136,136,1,137,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_9.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,space,0.5572,NAN,,NAN,,0,137,137,137,1,138,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_7.jpeg,did not like,2.682944783,,,,,,,,,,,,
,,,,,,space,2.5061,NAN,,NAN,,0,138,138,138,1,139,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_4.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.2986,space,0.9484,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_22.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,space,0.4732,NAN,,NAN,,0,140,140,140,1,141,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_6.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,space,2.7064,NAN,,NAN,,0,141,141,141,1,142,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_28.jpeg,liked,4.312468682,,,,,,,,,,,,
,,,,,,space,1.5724,NAN,,NAN,,0,142,142,142,1,143,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_18.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,space,1.6735,NAN,,NAN,,0,143,143,143,1,144,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_20.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.2442,space,4.2928,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_19.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,space,1.8054,NAN,,NAN,,0,145,145,145,1,146,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_12.jpeg,liked,4.106391878,,,,,,,,,,,,
,,,,,,space,0.8781,NAN,,NAN,,0,146,146,146,1,147,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_23.jpeg,liked,3.799433026,,,,,,,,,,,,
,,,,,,space,1.4606,NAN,,NAN,,0,147,147,147,1,148,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_5.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,0.6668,NAN,,NAN,,0,148,148,148,1,149,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_26.jpeg,did not like,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,,space,2.7933,0,0,0,0,1,,
,,,,,,,,1,,1,,0,149,149,149,1,150,Riley,Neutral,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_2.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.3305
