endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,2.4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,1.2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.7552,NAN,,NAN,,0,26,26,26,1,27,Alex,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_22.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,space,0.592,NAN,,NAN,,0,27,27,27,1,28,Alex,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_29.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,space,0.6522,NAN,,NAN,,0,28,28,28,1,29,Alex,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_8.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.6954,0,0,0,0,1,1.4319,l,0.642,,
,,,,,,,,1,,4,,0,29,29,29,1,30,Alex,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_14.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,space,17.198,space,0.8148,NAN,,NAN,,0,30,30,30,1,31,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_3.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,space,0.5743,NAN,,NAN,,0,31,31,31,1,32,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_4.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,space,0.9211,NAN,,NAN,,0,32,32,32,1,33,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_23.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,space,0.5954,NAN,,NAN,,0,33,33,33,1,34,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_12.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,2.2792,0,0,0,0,1,1.7212,h,2.5907,,
