PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,lotteryguess_keys.keys,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,space,0.6229,NAN,,NAN,,0,22,22,22,1,23,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_9.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.4998,NAN,,NAN,,0,23,23,23,1,24,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_12.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.9408,h,space,0.4107,0,0,0,0,1,0.3607,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_13.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,0.7325,NAN,,NAN,,0,25,25,25,1,26,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_7.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,0.54,NAN,,NAN,,0,26,26,26,1,27,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_3.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.5884,NAN,,NAN,,0,27,27,27,1,28,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_28.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,0.8492,NAN,,NAN,,0,28,28,28,1,29,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_29.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.5519,h,space,0.5904,0,0,0,0,1,0.2853,,
,,,,,,,,,4,,7,,0,29,29,29,1,30,Riley,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_1.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,1.2689,space,0.2891,NAN,,NAN,,0,30,30,30,1,31,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_9.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.4968,NAN,,NAN,,0,31,31,31,1,32,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_29.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.645,NAN,,NAN,,0,32,32,32,1,33,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_24.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.2012,NAN,,NAN,,0,33,33,33,1,34,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_1.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.4058,h,space,0.6748,0,0,0,0,1,0.2282,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_11.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.3346,NAN,,NAN,,0,35,35,35,1,36,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_25.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,3.5059,NAN,,NAN,,0,36,36,36,1,37,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_7.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.9668,NAN,,NAN,,0,37,37,37,1,38,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_22.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.5677,NAN,,NAN,,0,38,38,38,1,39,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_4.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.5764,h,space,1.0729,0,0,0,0,1,0.5526,,
,,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_8.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.4394,NAN,,NAN,,0,40,40,40,1,41,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_19.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,1.0661,NAN,,NAN,,0,41,41,41,1,42,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_28.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.5334,NAN,,NAN,,0,42,42,42,1,43,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_6.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.6871,NAN,,NAN,,0,43,43,43,1,44,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_18.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.7678,h,space,1.117,0,0,0,0,1,1.2097,,
,,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_5.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.7839,NAN,,NAN,,0,45,45,45,1,46,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_10.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,1.5418,NAN,,NAN,,0,46,46,46,1,47,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_17.jpeg,liked,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.7046,NAN,,NAN,,0,47,47,47,1,48,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_26.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.8575,NAN,,NAN,,0,48,48,48,1,49,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_20.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.4321,h,space,0.8076,0,0,0,0,1,1.2855,,
,,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_3.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,1.3046,NAN,,NAN,,0,50,50,50,1,51,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_12.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.7173,NAN,,NAN,,0,51,51,51,1,52,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_14.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,0.9672,NAN,,NAN,,0,52,52,52,1,53,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_2.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.5506,NAN,,NAN,,0,53,53,53,1,54,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_15.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.5107,h,space,7.3721,0,0,0,0,1,1.2449,,
,,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_21.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,3.242,NAN,,NAN,,0,55,55,55,1,56,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_30.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,1.4078,NAN,,NAN,,0,56,56,56,1,57,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_16.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.9859,NAN,,NAN,,0,57,57,57,1,58,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_27.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,0.5213,NAN,,NAN,,0,58,58,58,1,59,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_23.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.9905,h,space,1.1858,0,0,0,0,1,0.7283,,
,,,,,,,,,3,,7,,0,59,59,59,1,60,Charlie,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_13.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,1.0446,space,0.967,NAN,,NAN,,0,60,60,60,1,61,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_19.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.3386,NAN,,NAN,,0,61,61,61,1,62,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_28.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.8893,NAN,,NAN,,0,62,62,62,1,63,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_11.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,2.6699,NAN,,NAN,,0,63,63,63,1,64,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_6.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3125,h,space,8.2667,0,0,0,0,1,0.7294,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_25.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.6845,NAN,,NAN,,0,65,65,65,1,66,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_21.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.5727,NAN,,NAN,,0,66,66,66,1,67,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_9.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,2.7733,NAN,,NAN,,0,67,67,67,1,68,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_3.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,1.1863,NAN,,NAN,,0,68,68,68,1,69,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_18.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.4803,h,space,2.0904,0,0,0,0,1,1.5055,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_7.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.5674,NAN,,NAN,,0,70,70,70,1,71,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_15.jpeg,liked,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,0.6501,NAN,,NAN,,0,71,71,71,1,72,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_1.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.4504,NAN,,NAN,,0,72,72,72,1,73,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_14.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.6579,NAN,,NAN,,0,73,73,73,1,74,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_30.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3791,h,space,1.0011,0,0,0,0,1,0.4091,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_23.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.6692,NAN,,NAN,,0,75,75,75,1,76,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_8.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,0.505,NAN,,NAN,,0,76,76,76,1,77,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_27.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,1.6034,NAN,,NAN,,0,77,77,77,1,78,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_16.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.6576,NAN,,NAN,,0,78,78,78,1,79,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_4.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3579,h,space,1.187,0,0,0,0,1,2.071,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_24.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.904,NAN,,NAN,,0,80,80,80,1,81,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_13.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.9918,NAN,,NAN,,0,81,81,81,1,82,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_5.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,1.4247,NAN,,NAN,,0,82,82,82,1,83,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_29.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.7256,NAN,,NAN,,0,83,83,83,1,84,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_22.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.9382,h,space,1.4685,0,0,0,0,1,2.3026,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_26.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,5.4059,NAN,,NAN,,0,85,85,85,1,86,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_17.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,5.0111,NAN,,NAN,,0,86,86,86,1,87,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_20.jpeg,liked,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,3.2372,NAN,,NAN,,0,87,87,87,1,88,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_12.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,3.7167,NAN,,NAN,,0,88,88,88,1,89,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_2.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,,space,4.9949,0,0,0,0,1,,,
,,,,,,,,,4,,6,,0,89,89,89,1,90,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_10.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
